Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
849,Data Analyst,"$45,000.00","$88,000.00",3.10,"Mount Sinai Medical Center
3.1",New York, NY,"Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
851,Data Analyst,"$41,000.00","$78,000.00",3.10,"Mount Sinai Medical Center
3.1",New York, NY,"Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
872,Data Analyst,"$27,000.00","$52,000.00",3.10,"Mount Sinai Medical Center
3.1",New York, NY,"Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
876,Data Analyst,"$42,000.00","$74,000.00",3.10,"Mount Sinai Medical Center
3.1",New York, NY,"Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
968,Data Analyst,"$59,000.00","$85,000.00",3.20,"Child Mind Institute
3.2",New York, NY,"New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),FALSE
996,Data Analyst,"$43,000.00","$76,000.00",3.20,"Child Mind Institute
3.2",New York, NY,"New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),FALSE
1075,Data Collection Analyst,"$60,000.00","$1,10,000.00",4.10,"ICAP at Columbia University
4.1",New York, NY,"New York, NY",501 to 1000 employees,2003,Nonprofit Organization,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1416,Healthcare Data Analyst,"$77,000.00","$1,32,000.00",2.00,"Village Care
2.0",New York, NY,"New York, NY",501 to 1000 employees,1977,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
1689,Quality Data Analyst,"$98,000.00","$1,14,000.00",2.70,"Metroplus Health Plan
2.7",New York, NY,"New York, NY",1001 to 5000 employees,1985,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
1691,Quality Data Analyst,"$37,000.00","$66,000.00",3.80,"Visiting Nurse Service of New York
3.8",New York, NY,"New York, NY",10000+ employees,1893,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
287,Data Analyst,"$37,000.00","$66,000.00",3.70,"Montefiore Medical
3.7",New York, NY,"Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
1810,Senior Data Analyst,"$60,000.00","$1,10,000.00",3.70,"Montefiore Medical
3.7",New York, NY,"Bronx, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
7,Data Analyst,"$27,000.00","$52,000.00",3.40,"Hexacorp
3.4",New York, NY,"Iselin, NJ",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),FALSE
281,Business Intelligence Analyst,"$37,000.00","$66,000.00",5.00,"Duolingo
5.0",New York, NY,"Pittsburgh, PA",201 to 500 employees,2011,Company - Private,Internet,Information Technology,$10 to $25 million (USD),FALSE
289,Data Analyst,"$37,000.00","$66,000.00",4.90,"Teachers Pay Teachers
4.9",New York, NY,"New York, NY",51 to 200 employees,2006,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
298,Data Analyst,"$46,000.00","$87,000.00",3.00,"Vettery
3.0",New York, NY,"New York, NY",201 to 500 employees,2013,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
302,Data Analyst,"$51,000.00","$88,000.00",3.00,"Royal Communications
3.0",New York, NY,"New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
306,Data Analyst,"$51,000.00","$88,000.00",5.00,"EDO, Inc.
5.0",New York, NY,"Los Angeles, CA",1 to 50 employees,,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
310,Data Analyst,"$51,000.00","$87,000.00",4.40,"Tachyon Technologies
4.4",New York, NY,"Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
316,Data Analyst,"$51,000.00","$87,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
327,Data Analyst,"$59,000.00","$85,000.00",4.20,"Precision technologies corp
4.2",New York, NY,"New Brunswick, NJ",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
341,Data Analyst,"$41,000.00","$78,000.00",5.00,"Staffigo Technical Services, LLC
5.0",New York, NY,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
342,Data Analyst,"$41,000.00","$78,000.00",4.10,"APN Software Services Inc.
4.1",New York, NY,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
719,Data Analyst,"$46,000.00","$87,000.00",3.80,"Bloomberg
3.8",New York, NY,"New York, NY",10000+ employees,1981,Company - Private,Computer Hardware & Software,Information Technology, / Non-Applicable,FALSE
726,Data Analyst,"$59,000.00","$85,000.00",2.90,"Vericred
2.9",New York, NY,"New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
821,Data Analyst,"$48,000.00","$96,000.00",5.00,"Staffigo Technical Services, LLC
5.0",New York, NY,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
905,Data Analyst,"$77,000.00","$1,32,000.00",5.00,"Staffigo Technical Services, LLC
5.0",New York, NY,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
947,Data Analyst,"$60,000.00","$1,10,000.00",3.00,"Royal Communications Consultants Inc
3.0",New York, NY,"New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),TRUE
952,Data Analyst,"$43,000.00","$76,000.00",3.30,"Halcyon Solutions, Inc.
3.3",New York, NY,"Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
954,Data Analyst,"$46,000.00","$87,000.00",3.60,"Nutech Information Systems
3.6",New York, NY,"Westmont, IL",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),FALSE
956,Data Analyst,"$84,000.00","$90,000.00",3.90,"Diverse Lynx
3.9",New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
957,Data Analyst,"$84,000.00","$90,000.00",3.90,"Diverse Lynx
3.9",New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
958,Data Analyst,"$59,000.00","$85,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1008,Data Analyst,"$42,000.00","$74,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1011,Data Analyst,"$42,000.00","$74,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1023,Data Analyst,"$43,000.00","$76,000.00",3.30,"Halcyon Solutions, Inc.
3.3",New York, NY,"Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1028,Data Analyst,"$51,000.00","$88,000.00",1.00,"Sphinix Network Solutions Inc.
1.0",New York, NY,"New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),FALSE
1030,Data Analyst,"$84,000.00","$90,000.00",2.60,"Altech Star Inc.
2.6",New York, NY,"West Windsor, NJ",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),FALSE
1086,Data Engineer/Data Analyst,"$45,000.00","$88,000.00",3.90,"Diverse Lynx
3.9",New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1163,Data Processing & Performance Analyst,"$59,000.00","$85,000.00",3.10,"Balance Innovations
3.1",New York, NY,"Lenexa, KS",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
1190,Data Quality Analyst,"$98,000.00","$1,14,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1191,Data Remediation Analyst,"$84,000.00","$90,000.00",,Wintellisys,New York, NY,"Memphis, TN",1 to 50 employees,,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1240,Data Services Lead Analyst,"$98,000.00","$1,14,000.00",2.50,"Primesoft
2.5",New York, NY,"LISBOA, Portugal",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),FALSE
1295,Data Reporting Analyst,"$51,000.00","$88,000.00",3.90,"Diverse Lynx
3.9",New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1330,Enterprise Data Analyst,"$41,000.00","$78,000.00",3.80,"Bloomberg
3.8",New York, NY,"New York, NY",10000+ employees,1981,Company - Private,Computer Hardware & Software,Information Technology, / Non-Applicable,FALSE
1348,ETL Data Analyst,"$27,000.00","$52,000.00",4.80,"TechProjects
4.8",New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1359,Finance Data Analyst,"$43,000.00","$76,000.00",3.80,"Amenity Analytics
3.8",New York, NY,"New York, NY",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology, / Non-Applicable,FALSE
1374,Finance Data Analyst,"$41,000.00","$78,000.00",4.20,"Source of Future Technology Inc
4.2",New York, NY,"New York, NY",1 to 50 employees,1981,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),FALSE
1413,Healthcare Data Analyst,"$43,000.00","$76,000.00",3.90,"Diverse Lynx
3.9",New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1465,Data Analyst,"$73,000.00","$1,27,000.00",4.50,"Avani Technology Solutions
4.5",New York, NY,"Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1476,Junior Data Analyst,"$59,000.00","$85,000.00",5.00,"Staffigo Technical Services, LLC
5.0",New York, NY,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1614,NY Healthcare Data/Reporting Analyst,"$42,000.00","$74,000.00",3.90,"Diverse Lynx
3.9",New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1616,NY Healthcare Data/Reporting Analyst,"$98,000.00","$1,14,000.00",4.40,"Systemart LLC
4.4",New York, NY,"Parsippany, NJ",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
1655,Principal Data Analyst,"$60,000.00","$1,10,000.00",3.60,"Disney Streaming Services
3.6",New York, NY,"New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1708,Remote: Data Analyst,"$42,000.00","$74,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1771,Senior Analyst,"$42,000.00","$74,000.00",3.60,"Disney Streaming Services
3.6",New York, NY,"New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1808,Senior Data Analyst,"$43,000.00","$76,000.00",3.70,"Narrativ
3.7",New York, NY,"New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1899,Senior Data Analyst,"$27,000.00","$52,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1900,Senior Data Analyst,"$42,000.00","$74,000.00",4.00,"Reliable Software Resources
4.0",New York, NY,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1905,Senior Data Analyst,"$43,000.00","$76,000.00",2.90,"Vericred
2.9",New York, NY,"New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1909,Senior Data Analyst,"$27,000.00","$52,000.00",4.00,"American CyberSystems
4.0",New York, NY,"Duluth, GA",10000+ employees,1998,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
1937,Senior Data Analyst,"$37,000.00","$66,000.00",3.40,"Squarespace
3.4",New York, NY,"New York, NY",1001 to 5000 employees,2003,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
2008,Senior Solutions Analyst,"$77,000.00","$1,32,000.00",4.20,"VTS
4.2",New York, NY,"New York, NY",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),FALSE
2147,Senior Data Analyst,"$84,000.00","$90,000.00",4.80,"TechProjects
4.8",New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
2199,Tech Business/Data Analyst,"$60,000.00","$1,10,000.00",1.00,"Sphinix Network Solutions Inc.
1.0",New York, NY,"New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),FALSE
2230,TX Healthcare Data/Reporting Analyst,"$77,000.00","$1,32,000.00",4.80,"Tekfortune Inc.
4.8",New York, NY,"Piscataway, NJ",1 to 50 employees,,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1391,Data Analyst,"$60,000.00","$1,10,000.00",3.70,"22nd Century Technologies
3.7",New York, NY,"Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),TRUE
711,Data Analyst,"$51,000.00","$88,000.00",3.60,"Perficient
3.6",New York, NY,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
712,Data Analyst,"$51,000.00","$88,000.00",3.60,"Perficient
3.6",New York, NY,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
763,Data Analyst,"$51,000.00","$88,000.00",3.60,"Perficient
3.6",New York, NY,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
967,Data Analyst,"$42,000.00","$74,000.00",3.50,"Genpact
3.5",New York, NY,"New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),FALSE
993,Data Analyst,"$51,000.00","$88,000.00",3.90,"Criteo
3.9",New York, NY,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),FALSE
1002,Data Analyst,"$27,000.00","$52,000.00",3.60,"Oracle
3.6",New York, NY,"Redwood City, CA",10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),FALSE
1596,Microsoft Dynamics CRM Data Analyst,"$59,000.00","$85,000.00",3.70,"IBM
3.7",New York, NY,"Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),FALSE
1658,Principal Data Analyst,"$98,000.00","$1,14,000.00",3.60,"Oracle
3.6",New York, NY,"Redwood City, CA",10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),FALSE
1663,Product Data Analyst,"$37,000.00","$66,000.00",4.40,"Google
4.4",New York, NY,"Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),FALSE
1764,Senior Analyst,"$41,000.00","$78,000.00",3.50,"2U
3.5",New York, NY,"Lanham, MD",1001 to 5000 employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),TRUE
