Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
300,Data Analyst,"$46,000.00","$87,000.00",3.6,Lorven Technologies Inc,New York, NY,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1767,Senior Analyst,"$27,000.00","$52,000.00",3.6,Lorven Technologies Inc,New York, NY,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
2175,Sustainability Data Analyst,"$37,000.00","$66,000.00",3.6,Lorven Technologies Inc,New York, NY,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1136,Data Management Analyst,"$60,000.00","$1,10,000.00",3.6,Lorven Technologies Inc,Pleasanton, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1806,Senior Data Analyst,"$46,000.00","$87,000.00",3.6,Lorven Technologies Inc,Pleasanton, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1301,Data Analyst,"$51,000.00","$87,000.00",3.6,Lorven Technologies Inc,Pleasanton, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1321,Data Analyst,"$59,000.00","$85,000.00",3.6,Lorven Technologies Inc,Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
2142,Senior Data Profiling Analyst,"$43,000.00","$76,000.00",3.6,Lorven Technologies Inc,Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1412,Healthcare Data Analyst,"$43,000.00","$76,000.00",3.6,Lorven Technologies Inc,Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1314,Business Analyst,"$45,000.00","$88,000.00",3.6,Lorven Technologies Inc,Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
954,Data Analyst,"$46,000.00","$87,000.00",3.6,Lorven Technologies Inc,San Francisco, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1655,Principal Data Analyst,"$60,000.00","$1,10,000.00",3.6,Lorven Technologies Inc,San Jose, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1771,Senior Analyst,"$42,000.00","$74,000.00",3.6,Lowe's,Mooresville, NC,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),FALSE
711,Data Analyst,"$51,000.00","$88,000.00",3.6,Lowe's,Mooresville, NC,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),FALSE
712,Data Analyst,"$51,000.00","$88,000.00",3.6,Lowe's,Mooresville, NC,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),FALSE
763,Data Analyst,"$51,000.00","$88,000.00",3.6,Lowe's,Mooresville, NC,"Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),FALSE
1002,Data Analyst,"$27,000.00","$52,000.00",3.6,Lucky Day,Los Angeles, CA,"Los Angeles, CA",1 to 50 employees,2014,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1658,Principal Data Analyst,"$98,000.00","$1,14,000.00",3.6,Lucky Day,Los Angeles, CA,"Los Angeles, CA",1 to 50 employees,2014,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1898,Senior Data Analyst,"$43,000.00","$76,000.00",3.6,Luminess Cosmetics,Stafford, TX,"Stafford, TX",51 to 200 employees,2007,Company - Private,Consumer Products Manufacturing,Manufacturing, / Non-Applicable,FALSE
1910,Senior Data Analyst,"$73,000.00","$1,27,000.00",3.6,Lyft,San Francisco, CA,"San Francisco, CA",5001 to 10000 employees,2012,Company - Public,Computer Hardware & Software,Information Technology, / Non-Applicable,TRUE
1565,Marketing Data Analyst,"$51,000.00","$88,000.00",3.6,M&T Bank Corporation,New York, NY,"Buffalo, NY",10000+ employees,1856,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),FALSE
1206,Data Reporting Analyst,"$45,000.00","$88,000.00",3.6,Mackin,Sunnyvale, CA,"Pittsburgh, PA",51 to 200 employees,1960,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),FALSE
1731,Risk Data Analyst,"$42,000.00","$74,000.00",3.6,Macquarie Group,New York, NY,"Sydney, Australia",10000+ employees,1969,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),FALSE
1604,MSC Logistics Data Analyst,"$49,000.00","$1,12,000.00",3.6,Maine Pointe,Chicago, IL,"Boston, MA",51 to 200 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD),TRUE
2006,Senior Risk Data Analyst,"$63,000.00","$1,16,000.00",3.6,Maisonette Careers,Brooklyn, NY,,,,,,,,FALSE
1197,Data Reporting Analyst,"$42,000.00","$66,000.00",3.6,"Management Decisions, Inc.",Philadelphia, PA,"Milwaukee, WI",1 to 50 employees,,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
215,Data Analyst,"$47,000.00","$76,000.00",3.6,"Management Decisions, Inc.",Philadelphia, PA,"Milwaukee, WI",1 to 50 employees,,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
769,Data Analyst,"$29,000.00","$38,000.00",3.6,Marin City Health and Wellness Center,Marin City, CA,"Marin City, CA",1 to 50 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),FALSE
1393,HCC Data Analyst,"$74,000.00","$1,23,000.00",3.6,"Marker, Inc.",Columbus, OH,"Old Bridge, NJ",,,Company - Private,,, / Non-Applicable,FALSE
1415,Healthcare Data Analyst,"$74,000.00","$1,23,000.00",3.6,Mary Kay,Lewisville, TX,"Addison, TX",5001 to 10000 employees,1963,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
1964,Senior Data Operations Analyst,"$74,000.00","$1,23,000.00",3.6,Mastech Digital,Phoenix, AZ,"Moon Township, PA",1001 to 5000 employees,1986,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
476,Data Analyst,"$41,000.00","$78,000.00",3.6,Match Group,Dallas, TX,"Norwalk, CT",1001 to 5000 employees,1998,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),FALSE
962,Data Analyst,"$64,000.00","$1,13,000.00",3.6,Matlen Silver,Charlotte, NC,"Bridgewater, NJ",201 to 500 employees,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1857,Senior Data Analyst,"$37,000.00","$44,000.00",3.6,Matrix Medical Network,Scottsdale, AZ,"Scottsdale, AZ",1001 to 5000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1988,Senior Healthcare Data Analyst,"$64,000.00","$1,13,000.00",3.6,"Mavensoft Technologies, LLC.",Denver, CO,"Beaverton, OR",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),FALSE
2112,Senior Data Analyst,"$41,000.00","$78,000.00",3.6,McAfee,Plano, TX,"Santa Clara, CA",5001 to 10000 employees,1987,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
451,Data Analyst,"$53,000.00","$94,000.00",3.6,McGrath Systems,Berwyn, PA,"Blue Bell, PA",1 to 50 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
1096,Data Experience Analyst,"$53,000.00","$94,000.00",3.6,McLane Global,Houston, TX,"Houston, TX",51 to 200 employees,1955,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),FALSE
1588,Master Data Analyst,"$46,000.00","$1,02,000.00",3.6,MeadWestVaco,Woodridge, IL,"Atlanta, GA",10000+ employees,2015,Company - Public,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),FALSE
1352,Data Analyst,"$53,000.00","$94,000.00",3.6,MediaMath,New York, NY,"New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),TRUE
456,Data Analyst,"$53,000.00","$94,000.00",3.6,Medical Cost Containment Services Inc.,Jacksonville, FL,,,,,,,,FALSE
234,Clinical Data Analyst,"$46,000.00","$1,02,000.00",3.6,Medical Cost Containment Services Inc.,Jacksonville, FL,,,,,,,,FALSE
1522,Lead Data Analyst,"$44,000.00","$78,000.00",3.6,Medical Home Network,Chicago, IL,"Chicago, IL",,,Company - Public,,, / Non-Applicable,FALSE
747,Data Analyst,"$41,000.00","$78,000.00",3.6,MedImpact,San Diego, CA,"San Diego, CA",1001 to 5000 employees,1989,Company - Private,Wholesale,Business Services,$10 to $25 million (USD),FALSE
1016,Data Analyst,"$55,000.00","$1,01,000.00",3.6,Medline Industries,Northfield, IL,"Northfield, IL",10000+ employees,1966,Company - Private,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),FALSE
882,Data Analyst,"$58,000.00","$93,000.00",3.6,Medly Pharmacy,Brooklyn, NY,"Brooklyn, NY",201 to 500 employees,2017,,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1084,Data Engineer/Data Analyst,"$26,000.00","$47,000.00",3.6,MedSeek,Austin, TX,"Hoover, AL",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
354,Data Analyst,"$26,000.00","$47,000.00",3.6,MedSeek,Austin, TX,"Hoover, AL",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1116,Data Governance Analyst,"$26,000.00","$47,000.00",3.6,MentorX Corp.,Fremont, CA,"Irvine, CA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1608,Navy Maintenance Data Systems Analyst,"$76,000.00","$1,22,000.00",3.6,Mercury Insurance Group,Brea, CA,"Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),FALSE
816,Data Analyst,"$76,000.00","$1,22,000.00",3.6,Mercury Insurance Group,Brea, CA,"Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),FALSE
637,Data Analyst,"$99,000.00","$1,78,000.00",3.6,Meridian Technologies,Charlotte, NC,"Farmington Hills, MI",,,,,, / Non-Applicable,FALSE
1536,Lead Data Analyst,"$47,000.00","$74,000.00",3.6,Method360,San Jose, CA,"San Francisco, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
622,Data Analyst,"$57,000.00","$1,04,000.00",3.6,Metroplus Health Plan,New York, NY,"New York, NY",1001 to 5000 employees,1985,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),FALSE
1670,Product Data Analyst,"$99,000.00","$1,78,000.00",3.6,Metropolitan Council on Jewish Poverty,New York, NY,"New York, NY",201 to 500 employees,,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),FALSE
1999,Senior Product Data Analyst,"$46,000.00","$86,000.00",3.6,Metropolitan Family Services,Chicago, IL,"Chicago, IL",201 to 500 employees,1857,Company - Private,Membership Organizations,Business Services,$50 to $100 million (USD),FALSE
1401,Healthcare Data Analyst,"$57,000.00","$1,04,000.00",3.6,Micro-Data Systems Inc.,Philadelphia, PA,"Holmdel, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1903,Senior Data Analyst,"$82,000.00","$1,16,000.00",3.6,"Micro-Data Systems, Inc.",Philadelphia, PA,"Holmdel, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1889,Senior Data Analyst,"$65,000.00","$1,20,000.00",3.6,Microsoft Corporation,Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1303,Digital Marketing Data Analyst,"$57,000.00","$1,04,000.00",3.6,Microsoft Corporation,Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1515,Lead Data Analyst,"$55,000.00","$1,03,000.00",3.6,Microsoft Corporation,Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1449,IT Data Analyst,"$35,000.00","$67,000.00",3.6,Microsoft Corporation,Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
548,Data Analyst,"$1,10,000.00","$1,90,000.00",3.6,Microsoft Corporation,Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
2082,Senior Data Analyst,"$47,000.00","$74,000.00",3.6,Midan Marketing,Mooresville, NC,"Chicago, IL",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
1224,Data Science Analyst,"$46,000.00","$87,000.00",3.6,Midcom,Azusa, CA,"Anaheim, CA",51 to 200 employees,1979,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1101,Data Governance Analyst,"$60,000.00","$1,10,000.00",3.6,Midland Credit Management,San Diego, CA,"San Diego, CA",1001 to 5000 employees,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),FALSE
94,BI Data Analyst,"$57,000.00","$70,000.00",3.6,Mike's Hard Lemonade,Chicago, IL,"Chicago, IL",201 to 500 employees,1999,Company - Private,Food & Beverage Manufacturing,Manufacturing, / Non-Applicable,FALSE
1690,Data Analyst,"$1,13,000.00","$1,32,000.00",3.6,Milestone Technologies Inc.,Fremont, CA,"Fremont, CA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1091,Data Entry Analyst,"$42,000.00","$66,000.00",3.6,Mill Creek Residential Trust,Dallas, TX,"Boca Raton, FL",501 to 1000 employees,2011,Company - Private,Real Estate,Real Estate, / Non-Applicable,FALSE
1434,Industry Analyst,"$35,000.00","$42,000.00",3.5,Miller Cang Agency,New York, NY,,,,,,,,FALSE
1543,Lead Data Analyst,"$35,000.00","$42,000.00",3.5,Milliman,Chicago, IL,"Seattle, WA",1001 to 5000 employees,1947,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),FALSE
579,Data Analyst,"$42,000.00","$76,000.00",3.5,Mindstrong,San Francisco, CA,"Mountain View, CA",51 to 200 employees,2014,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1277,Data Warehouse Analyst,"$35,000.00","$42,000.00",3.5,Mindteck,Coppell, TX,"Bengaluru, India",1001 to 5000 employees,1991,Company - Public,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1509,Junior Data Analyst,"$35,000.00","$42,000.00",3.5,Minit Charger,Tempe, AZ,"Cranbury, NJ",1 to 50 employees,,Company - Private,Enterprise Software & Network Solutions,Information Technology, / Non-Applicable,FALSE
1703,Reconciliation Data Operations Analyst,"$42,000.00","$76,000.00",3.5,MIRACORP,Lakewood, CO,"Gilbert, AZ",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
744,Data Analyst,"$65,000.00","$81,000.00",3.5,Mitchell Martin,Jersey City, NJ,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2150,Senior Healthcare Data Analyst,"$34,000.00","$61,000.00",3.5,Mitchell Martin,Jersey City, NJ,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
160,Business Data Analyst,"$38,000.00","$68,000.00",3.5,Mitchell Martin,New York, NY,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
826,Data Analyst,"$64,000.00","$1,13,000.00",3.5,Mitchell Martin,Plano, TX,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
468,Data Analyst,"$41,000.00","$78,000.00",3.5,Mizuho OSI,Union City, CA,"Union City, CA",201 to 500 employees,1978,Company - Private,Industrial Manufacturing,Manufacturing, / Non-Applicable,FALSE
475,Data Analyst,"$41,000.00","$78,000.00",3.5,Mizuho OSI,Union City, CA,"Union City, CA",201 to 500 employees,1978,Company - Private,Industrial Manufacturing,Manufacturing, / Non-Applicable,FALSE
204,Business Systems Analyst,"$78,000.00","$1,04,000.00",3.5,MLWIZ Team,Phoenix, AZ,"North Brunswick, NJ",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
169,Business Data Analyst,"$50,000.00","$86,000.00",3.5,MOA,Plano, TX,"Paris, France",51 to 200 employees,1997,,,, / Non-Applicable,FALSE
1327,Enterprise Data Analyst,"$54,000.00","$75,000.00",3.5,Mobilityware,Dallas, TX,"Irvine, CA",51 to 200 employees,1990,Company - Private,Video Games,Media, / Non-Applicable,FALSE
14,Data Analyst,"$54,000.00","$75,000.00",3.5,Mobilityware,Los Angeles, CA,"Irvine, CA",51 to 200 employees,1990,Company - Private,Video Games,Media, / Non-Applicable,FALSE
902,Data Analyst,"$97,000.00","$1,29,000.00",3.5,Mobilityware,New York, NY,"Irvine, CA",51 to 200 employees,1990,Company - Private,Video Games,Media, / Non-Applicable,FALSE
267,CSI Data Analyst,"$73,000.00","$82,000.00",3.5,Modis,Phoenix, AZ,"Zurich, Switzerland",5001 to 10000 employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
410,Data Analyst,"$60,000.00","$66,000.00",3.5,Molex,Dallas, TX,"Lisle, IL",10000+ employees,1938,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
1840,Senior Data Analyst,"$42,000.00","$76,000.00",3.5,Molina Healthcare,Long Beach, CA,"Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),FALSE
2250,Workforce Data Analyst,"$42,000.00","$76,000.00",3.5,Molina Healthcare,Long Beach, CA,"Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),FALSE
413,Data Analyst,"$73,000.00","$82,000.00",3.5,Molina Healthcare,Long Beach, CA,"Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),FALSE
1580,Master Data Analyst,"$67,000.00","$92,000.00",3.5,Molina Healthcare,Long Beach, CA,"Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),FALSE
